pred_time_step,ca_mae,ca_rmse,ca_r2,ca_smape,T_mae,T_rmse,T_r2,T_smape
28,0.001643717,0.002445609,0.985632601,0.022659867,0.473307365,0.739225573,0.988406821,0.001059272
29,0.001566069,0.002514994,0.984806121,0.020446294,0.822739064,1.041096844,0.977005245,0.001842741
30,0.001254148,0.00236164,0.986602814,0.016906727,0.810209997,1.134742618,0.972682576,0.0018127
31,0.001930515,0.002732131,0.982069968,0.028454722,0.994793404,1.311428826,0.963513395,0.002238855
32,0.001619173,0.002814714,0.980969956,0.021277509,0.54817339,0.874530228,0.983774686,0.001229491
33,0.003148876,0.003754441,0.966142453,0.045894647,0.993531658,1.262994711,0.966158749,0.002221643
34,0.002076542,0.003308201,0.973712869,0.026557715,0.828937057,1.145341803,0.972169957,0.001861536
35,0.002662756,0.003843481,0.964518339,0.033685611,0.954566028,1.323001436,0.962866579,0.002142362
36,0.002719659,0.003645707,0.96807625,0.03632406,0.83173865,1.110214961,0.973850734,0.001858927
37,0.001553294,0.002811722,0.981011463,0.021252549,0.651133997,1.016262864,0.978089171,0.001455004
38,0.002246314,0.003082306,0.977181061,0.033559434,0.760558601,1.156972632,0.97160156,0.001699729
39,0.001543039,0.00280865,0.981053156,0.021259491,0.786149246,1.063732009,0.975994286,0.001753647
40,0.001947885,0.003132797,0.976427574,0.025538057,0.815029758,1.185254732,0.970195925,0.001821645
41,0.001657316,0.003033487,0.977898445,0.022110067,0.865904012,1.195014269,0.969702927,0.001932073
42,0.002041831,0.003471233,0.971059551,0.027073391,0.64013823,1.024195556,0.977745252,0.001434548
43,0.002268427,0.003504881,0.970495814,0.033368861,0.686176171,1.161301148,0.97138794,0.001533665
44,0.001534772,0.003042654,0.977764742,0.02077522,0.640146564,1.054881256,0.976391458,0.001433372
45,0.001926433,0.003393159,0.972346803,0.025662194,0.935819837,1.314191994,0.963357734,0.00208449
46,0.001944325,0.003594462,0.968968328,0.026382063,0.968733213,1.311812447,0.963490079,0.002160594
47,0.002359076,0.003525432,0.970148746,0.032540475,0.973650838,1.295310789,0.964402616,0.002165289
48,0.002348064,0.003831339,0.964743462,0.030846721,0.548127799,1.007870039,0.978448282,0.001226813
49,0.001860528,0.003357207,0.972929545,0.025635193,1.000740035,1.392373359,0.95886733,0.002228895
50,0.003236272,0.004515281,0.951032309,0.042582737,0.807926159,1.234914764,0.967644205,0.001806709
51,0.002590675,0.003965927,0.96222275,0.035396397,1.294721309,1.610457785,0.944972555,0.002894834
52,0.001784896,0.003301511,0.973820145,0.023860161,0.794093198,1.216683373,0.968592146,0.001780522
53,0.002536801,0.004370257,0.954127077,0.033644208,0.95323575,1.341237563,0.96183222,0.002130979
54,0.002527032,0.003747948,0.966261147,0.035869486,0.645254443,1.139009491,0.972474043,0.001444661
55,0.002436389,0.004052104,0.960562899,0.031872608,0.930668331,1.328839385,0.962534213,0.002075408
56,0.002220893,0.003985195,0.961854492,0.029405752,0.741134979,1.233615096,0.96771125,0.001657133
57,0.003312912,0.004804914,0.944548182,0.041776026,0.748690441,1.230873485,0.96785447,0.001677923
58,0.002221677,0.004106792,0.95949112,0.029874193,0.740581054,1.228854021,0.967959737,0.001658323
59,0.003124373,0.004764293,0.945481772,0.038994114,0.724003739,1.232345936,0.967777269,0.00161953
60,0.003302896,0.004515891,0.951018569,0.047814392,0.926646815,1.3221457,0.962909974,0.002067304
61,0.002305201,0.004084556,0.959928661,0.030856735,0.811174622,1.274192009,0.965551562,0.001811857
62,0.00337772,0.005015227,0.939587779,0.042187504,0.841207383,1.276821229,0.965409161,0.0018806
63,0.002306782,0.004061202,0.960385705,0.032287822,0.665992436,1.211032476,0.968881872,0.001491603
64,0.002838804,0.004862569,0.94320982,0.037935659,0.974193735,1.379731128,0.959608346,0.002175647
65,0.003015767,0.004696649,0.947019434,0.04143087,0.782377592,1.264563351,0.966069944,0.001749604
66,0.002627613,0.004370744,0.954117239,0.035941082,0.781075163,1.224934269,0.968163193,0.001745372
67,0.002170211,0.003881963,0.963805731,0.029752291,0.766007755,1.219228297,0.968459078,0.00171742
68,0.002859424,0.004877114,0.942870428,0.037181882,0.777983638,1.264381011,0.966079636,0.0017378
69,0.002451871,0.004310215,0.955379879,0.032326647,0.880847227,1.349300003,0.961370265,0.001973113
70,0.002636081,0.00427085,0.956191424,0.03492981,0.882237685,1.338002452,0.962014444,0.001967933
71,0.004660528,0.005694091,0.922128854,0.068576806,0.7211743,1.236068998,0.967581721,0.001614715
72,0.002591673,0.004343982,0.95467885,0.034861232,0.78556447,1.23386233,0.967697385,0.001757884
73,0.002412032,0.004160583,0.958425193,0.032131079,0.820379666,1.276813118,0.965409362,0.001834855
74,0.002277155,0.004003012,0.961514924,0.031526386,0.860134054,1.263039037,0.966151693,0.001925795
75,0.002173829,0.004069834,0.960219669,0.029246876,0.833147904,1.22951283,0.967924831,0.001865599
76,0.002386796,0.004108399,0.959462523,0.032025579,0.723389348,1.179561111,0.970478187,0.001618325
77,0.002597729,0.004355793,0.954433873,0.034281932,0.763673249,1.250093175,0.966842169,0.001708804
78,0.004131293,0.005641655,0.92356071,0.052667264,0.73138873,1.293088667,0.964522167,0.001637405
79,0.002337498,0.004051055,0.960587348,0.03192514,0.774873992,1.269475224,0.965806152,0.001735364
80,0.002277113,0.004087201,0.959881287,0.030437746,0.72007841,1.222377841,0.968296338,0.001611324
81,0.003205503,0.004762881,0.945520892,0.043434939,0.835263797,1.259155349,0.966359998,0.001875286
82,0.003099876,0.004592008,0.949360292,0.044430812,0.781463409,1.193212799,0.969791301,0.001746564
83,0.002711506,0.004577171,0.94968754,0.037554023,0.748104784,1.211694529,0.968848334,0.001673
84,0.002374983,0.004133336,0.958972237,0.031807684,0.862314948,1.304548096,0.963891131,0.001929288
85,0.004004933,0.005684374,0.922404491,0.049815707,1.085798057,1.393832845,0.958779454,0.002431435
86,0.002601736,0.00447912,0.951821679,0.035649745,0.73341884,1.243939269,0.967168606,0.001641415
87,0.003100212,0.005114279,0.937189853,0.039186975,0.90902043,1.392516606,0.958857536,0.002030391
88,0.002381638,0.004054587,0.960522556,0.03233481,0.784910462,1.262928259,0.966158827,0.001756784
89,0.002733779,0.004264542,0.956328807,0.038513545,0.779185684,1.258852593,0.966377013,0.001743951
90,0.002221862,0.003984843,0.961869968,0.030128377,0.785535045,1.275160182,0.965500366,0.001759535
91,0.002762133,0.004553763,0.950205645,0.035877391,0.671776386,1.176652835,0.970624849,0.001503234
92,0.002959734,0.004666108,0.947719077,0.038806723,0.84970445,1.3223197,0.962901636,0.001901627
93,0.002976739,0.004701732,0.946918441,0.038076835,0.692139261,1.199351706,0.969480788,0.001549185
94,0.002888585,0.004592012,0.949367631,0.039042188,1.398304398,1.7544442,0.934693309,0.003132992
95,0.002414671,0.004103052,0.959576822,0.033317398,1.332246821,1.643050803,0.942723182,0.002975724
96,0.002480255,0.004200062,0.957643312,0.034175118,0.783632097,1.300236929,0.964130921,0.001755747
97,0.002676827,0.00440374,0.953436252,0.036824192,0.834899715,1.383483112,0.959391096,0.001868093
98,0.002967872,0.00456915,0.949873261,0.038506996,0.846740724,1.379719185,0.959611915,0.001897365
99,0.002873579,0.004484836,0.951706824,0.040995971,0.789848235,1.271802229,0.965683,0.001768561
100,0.003555183,0.004962776,0.940866159,0.050896124,0.786743319,1.438601711,0.9560914,0.001762219
101,0.003471219,0.00516871,0.935857636,0.044112411,0.692288996,1.214538637,0.968703959,0.001550365
102,0.002552743,0.004203995,0.957567467,0.035691109,0.863822226,1.38175449,0.959493307,0.00193677
103,0.003623104,0.005076054,0.938138412,0.054859326,0.736134618,1.319589356,0.963056255,0.001647953
104,0.002709822,0.004540094,0.950512896,0.035993941,0.855188732,1.35093247,0.961280577,0.001916937
105,0.002901355,0.004725272,0.946394435,0.037587218,1.401852102,1.783917313,0.932483592,0.003133657
106,0.003061426,0.004643817,0.948227343,0.042137916,0.814621305,1.34889576,0.961397542,0.001823728
107,0.003827639,0.005619483,0.92418823,0.048939306,0.789222175,1.383890325,0.959368782,0.001765923
108,0.003073621,0.004324092,0.955112297,0.044447171,0.816078168,1.38445974,0.959335492,0.001824348
109,0.003266363,0.004968185,0.940744776,0.043358039,0.84172072,1.491075892,0.952831432,0.001884432
110,0.003218188,0.004587625,0.949475682,0.044791261,0.806329826,1.42932265,0.956657689,0.001807911
111,0.002682595,0.004415625,0.953193908,0.034743043,1.014729505,1.439687623,0.956026972,0.0022717
112,0.003280137,0.004741903,0.946022022,0.044934041,0.835116921,1.381460136,0.959512133,0.001869334
113,0.002955269,0.004720923,0.94649943,0.041123375,1.058612468,1.585178808,0.946690685,0.002360999
114,0.003037223,0.004740486,0.946055977,0.041202532,0.740696543,1.370573234,0.960148052,0.001660275
115,0.002650051,0.004381102,0.953925843,0.034785261,0.752952537,1.414435199,0.95755664,0.001687534
116,0.002535915,0.004485242,0.951710204,0.033127901,0.745020671,1.384296125,0.959346274,0.001670119
117,0.002420851,0.004396397,0.953605126,0.032248479,0.806693223,1.468234489,0.954266752,0.001809813
118,0.003144665,0.004889877,0.942606237,0.043409539,0.784662787,1.424341098,0.956960398,0.001757161
119,0.002484029,0.004405737,0.953409399,0.032868156,0.931975211,1.473538234,0.95393593,0.002082284
120,0.002562681,0.004625389,0.948648876,0.03422234,0.774728534,1.445397905,0.955678565,0.001735456
121,0.003437938,0.005444054,0.92886386,0.043098777,0.922694599,1.588364763,0.946477152,0.002065739
122,0.003980309,0.005524641,0.926743632,0.054111022,0.977637895,1.599001416,0.945757902,0.002188491
123,0.003015584,0.004723577,0.94644857,0.041167215,0.82048446,1.503427914,0.952048257,0.00183854
124,0.002956962,0.004856558,0.943391996,0.038778294,0.800248574,1.478225759,0.953642344,0.001793654
125,0.002733261,0.004687456,0.947266525,0.03629114,0.913184881,1.573731417,0.947458517,0.002046594
126,0.003000329,0.00495691,0.941030779,0.038746315,0.881467254,1.584298019,0.946750389,0.001973607
127,0.002616322,0.004617938,0.948821122,0.035043158,0.851035783,1.603313666,0.945464195,0.001908172
128,0.002961732,0.004982348,0.94042641,0.039855148,0.865020778,1.607193398,0.945199621,0.001939951
129,0.002985535,0.005185716,0.93546518,0.039493585,0.932755566,1.65789777,0.941686936,0.002088517
130,0.002632635,0.004762138,0.945578362,0.034933007,0.873590901,1.694483402,0.939084384,0.001957752
131,0.002803162,0.004950186,0.941196715,0.036582887,0.988412508,1.820403288,0.929693827,0.00220975
132,0.002898624,0.004938271,0.941480666,0.039483791,0.905750191,1.746827511,0.935261425,0.00203158
133,0.002614755,0.004836917,0.943859297,0.034617269,0.968143212,1.815885573,0.930040684,0.002167699
134,0.003518906,0.005749731,0.920671953,0.045706782,1.105523557,1.882552607,0.924808451,0.002472001
135,0.002844868,0.005173881,0.935767328,0.037959803,1.048045161,1.883262416,0.924750543,0.002348437
136,0.003937863,0.005918275,0.915956375,0.053602908,1.053548603,1.917134295,0.922017993,0.002357656
137,0.004087371,0.00609987,0.910721413,0.056755302,1.184726255,1.986988781,0.916229989,0.00265363
138,0.003551201,0.006002606,0.913547465,0.047380246,0.996138323,1.937966979,0.920310759,0.002233967
139,0.003077331,0.00545711,0.928547791,0.041709249,1.058413673,2.013598684,0.913967448,0.002370613
140,0.003009744,0.005544801,0.926234261,0.040016206,1.03703989,2.014706691,0.913870587,0.002325813
141,0.002994445,0.005597152,0.924835998,0.040467471,1.28921849,2.199317628,0.897360277,0.00288521
142,0.003875101,0.006335157,0.903709411,0.052213378,1.117311236,2.115563628,0.905026081,0.002502243
143,0.003167853,0.005692729,0.922249375,0.04282448,1.083989693,2.138435316,0.902958403,0.002429576
144,0.003626741,0.005976563,0.91430407,0.049964252,1.197932095,2.180960309,0.899057123,0.002687256
145,0.003162563,0.006205853,0.907603601,0.040889529,1.290361733,2.299694698,0.887763034,0.002890055
146,0.00329054,0.006127475,0.90992368,0.044959956,1.219551431,2.324054089,0.885368394,0.002729239
147,0.003511078,0.006337832,0.903633717,0.046873133,1.38152857,2.408171368,0.876915311,0.003089793
148,0.004433573,0.007104537,0.878908943,0.061669519,1.220560105,2.381660613,0.879605307,0.002733755
149,0.003369036,0.006499946,0.898642091,0.045110992,1.238886436,2.414164422,0.876291189,0.002776476
150,0.003267294,0.006410109,0.90142488,0.044416472,1.275624982,2.439818927,0.87364207,0.002859223
151,0.003607236,0.006662681,0.893503911,0.049394192,1.390218533,2.531688207,0.863940413,0.003111338
152,0.004063684,0.00726868,0.873250372,0.054475616,1.322254464,2.574417033,0.859301666,0.002959248
153,0.004373164,0.007442718,0.867107739,0.060199558,1.334859272,2.612017162,0.855153934,0.002988269
154,0.003678313,0.007059482,0.880440509,0.049324804,1.29201688,2.701656703,0.845032889,0.002893543
155,0.003947194,0.007261271,0.873506962,0.054181526,1.342374707,2.718370326,0.843100313,0.003006711
156,0.004196243,0.007640935,0.859932225,0.057547615,1.366367572,2.717010195,0.843247647,0.003061442
157,0.003761106,0.007380774,0.869306518,0.050609937,1.758848628,2.822437292,0.830836013,0.003945185
158,0.003972844,0.007429709,0.867565926,0.05334121,1.455831797,2.813422109,0.831903776,0.00326303
159,0.003941371,0.007606324,0.861192502,0.052790411,1.497076021,2.903271935,0.820983304,0.00335015
160,0.004284538,0.00789466,0.850466481,0.057855004,1.52926505,2.95595577,0.814414093,0.003421137
161,0.004113406,0.007735614,0.856427685,0.054715457,1.567528777,3.004813301,0.808214298,0.003507062
162,0.004234392,0.008140229,0.841011696,0.057037333,1.56513743,2.987134449,0.810449918,0.003505074
163,0.004173318,0.008038017,0.844974981,0.056299347,1.592519922,3.025841406,0.805490402,0.003566178
164,0.004615564,0.008394005,0.83093426,0.062692975,1.670576542,3.077592059,0.798763768,0.003740063
165,0.004243,0.008481356,0.827391429,0.056248702,1.684965951,3.101163809,0.795652222,0.003772299
166,0.004296736,0.008513892,0.826058182,0.057133486,1.875091152,3.223066074,0.779252177,0.004192431
167,0.004413458,0.009022071,0.804666155,0.058547302,1.697469494,3.192635527,0.783381637,0.003800201
168,0.004505083,0.008848823,0.812087948,0.060553392,1.755326791,3.263831449,0.773592055,0.003930778
169,0.005676921,0.009639246,0.777007745,0.078438552,1.788339297,3.296250826,0.769050297,0.004005671
170,0.004758827,0.009269387,0.793781692,0.064058254,1.817877385,3.414451885,0.752166147,0.004067799
171,0.005257168,0.009946983,0.762517962,0.069253156,1.797638311,3.468147385,0.744284831,0.004023488
172,0.004908015,0.009256428,0.794335551,0.066993474,1.849489877,3.429346141,0.749949436,0.004138685
173,0.005644185,0.009409944,0.787444517,0.07844454,1.872374087,3.456188156,0.745993543,0.004192169
174,0.004972448,0.009661228,0.775926675,0.067151702,1.994508995,3.50401436,0.738887556,0.004464313
175,0.005096758,0.009600059,0.778740436,0.068682799,1.911935462,3.509469754,0.738045641,0.004281363
176,0.005165454,0.010147115,0.752788771,0.069229596,2.096659697,3.538774807,0.733623901,0.004699052
177,0.005458894,0.01034723,0.742923946,0.073926189,1.984784564,3.615199035,0.721963607,0.004443394
178,0.005730987,0.010558894,0.732279057,0.077621586,2.110372237,3.618427431,0.721435481,0.004723065
179,0.005427652,0.010278813,0.746273927,0.073391115,2.147510918,3.613602191,0.722146039,0.004809661
180,0.005757911,0.01055624,0.732371009,0.078698138,2.130926567,3.769021653,0.697695921,0.004770728
181,0.005451268,0.010477473,0.736327518,0.073450425,2.137202626,3.744260489,0.701619357,0.004784271
182,0.005537962,0.010437847,0.738294765,0.074308219,2.143257952,3.840724556,0.686008714,0.00479604
183,0.005905962,0.010908406,0.714139922,0.080192454,2.176554278,3.889653704,0.677917742,0.004870916
184,0.005921798,0.010923208,0.713335794,0.080473495,2.24423526,3.935168207,0.670294583,0.005023213
185,0.00580205,0.010915509,0.713710917,0.07831001,2.299790945,3.891790601,0.677482087,0.005148716
186,0.005680727,0.01102029,0.708157715,0.076005281,2.323612018,3.996434147,0.659860933,0.005200164
187,0.006593412,0.011562454,0.678701129,0.090259631,2.326918606,4.029238898,0.654208478,0.005209643
188,0.006294758,0.011300128,0.693080501,0.085791315,2.293660991,4.095302556,0.642728635,0.00513306
189,0.006465803,0.011658042,0.673292414,0.087987667,2.424750221,4.049436888,0.650639183,0.005426912
190,0.006236866,0.011360896,0.689697778,0.084404435,2.420273781,4.21575829,0.621299579,0.005416115
191,0.006546973,0.011987631,0.654474758,0.08814975,2.49403754,4.112696357,0.639539345,0.005584502
192,0.006353694,0.01173482,0.668853056,0.085756742,2.472769018,4.130810881,0.63630603,0.005535338
193,0.006673304,0.012114244,0.647047027,0.090260266,2.500635894,4.214736408,0.621323898,0.005597441
194,0.006752256,0.012209138,0.641448054,0.091425177,2.535146761,4.226301564,0.619188312,0.005675257
195,0.006774756,0.012324516,0.634589477,0.091708875,2.570383685,4.302903944,0.605201508,0.005753017
196,0.007182183,0.012444796,0.627370189,0.098104632,2.665601805,4.296911001,0.60624291,0.005967013
197,0.006802458,0.012188016,0.642537786,0.091851851,2.647678245,4.356602581,0.59516726,0.005924682
198,0.006998895,0.012385594,0.63080036,0.094763609,2.828507135,4.383577746,0.590077466,0.006328441
199,0.007000055,0.012230769,0.639919231,0.094738174,2.708863919,4.381174092,0.590465449,0.006063399
200,0.007303197,0.012763555,0.607805195,0.099338327,2.754363807,4.424974151,0.582172839,0.006165656
201,0.007097292,0.012697723,0.611780243,0.095619999,2.797973157,4.394552039,0.587835519,0.006263806
202,0.007219396,0.012792408,0.60590661,0.097175226,2.846327762,4.550386656,0.558018038,0.006366942
203,0.007565598,0.013150871,0.583444023,0.101892541,2.775601002,4.576342723,0.552892393,0.006213339
204,0.007458229,0.012983018,0.593943301,0.100499834,2.897919323,4.551956438,0.55757607,0.006484008
205,0.007494498,0.01336424,0.569675564,0.101117609,2.815324228,4.664993651,0.535257546,0.006301282
206,0.007802484,0.01332531,0.572106897,0.105334678,2.8452068,4.619771313,0.544152727,0.006367583
207,0.007620809,0.01368379,0.548697531,0.101777235,2.991697784,4.678934311,0.532328609,0.006700189
208,0.007884215,0.013686848,0.548417549,0.106318445,3.036478205,4.683692612,0.531302665,0.006798088
209,0.008231616,0.01363024,0.55206661,0.112127945,2.96817054,4.690653612,0.529833666,0.006644572
210,0.007965031,0.014010776,0.526622101,0.106858253,3.095035843,4.735737915,0.520675666,0.006930002
211,0.008380475,0.01416465,0.516078697,0.113200904,2.964761146,4.79078652,0.509388506,0.00663658
212,0.008576686,0.014080109,0.521748305,0.116632893,3.04814479,4.719601666,0.523782729,0.006822828
213,0.008181683,0.014010573,0.526369756,0.109966842,3.196913912,4.802814221,0.506761766,0.007156053
214,0.008804288,0.0144157,0.49848507,0.119542895,3.259174392,4.736651693,0.520179271,0.00730049
215,0.00841255,0.014228662,0.511317646,0.113344263,3.10198908,4.874389619,0.491784763,0.006942498
216,0.008706229,0.0140403,0.524074928,0.11812646,3.177548527,4.87943702,0.490648258,0.007112867
217,0.00872187,0.014212874,0.512204253,0.117980187,3.184752035,4.807946242,0.505383368,0.007129589
218,0.008638585,0.014396371,0.499424549,0.116195448,3.222148589,4.875439733,0.491315908,0.007212082
219,0.00889006,0.014457884,0.495032997,0.120295073,3.252054068,4.918377734,0.48223196,0.007279729
220,0.009019047,0.014505673,0.491583027,0.122287834,3.275185715,4.952760546,0.474882088,0.007331714
221,0.00876596,0.014803219,0.470400051,0.117687898,3.255203096,4.965533232,0.472084555,0.007285968
222,0.009385364,0.014897937,0.463487811,0.127628352,3.333644564,4.993074478,0.466126026,0.007461495
223,0.009175398,0.01473768,0.474856837,0.124031053,3.310348935,4.957515456,0.473618634,0.00741067
224,0.009097975,0.014748262,0.473990515,0.122562485,3.326056692,4.925089091,0.480399226,0.007446373
225,0.009449331,0.014905809,0.462577876,0.127905256,3.399606811,5.007335275,0.462815194,0.007610817
226,0.009673595,0.015009242,0.4549772,0.131987585,3.396622853,5.031534746,0.457525194,0.007604429
227,0.009532662,0.015111472,0.447409587,0.129056517,3.396808947,5.039865277,0.455642578,0.007604438
228,0.00944688,0.014894793,0.46302826,0.127861462,3.376072476,5.020423779,0.45975082,0.007557271
229,0.009515492,0.014849282,0.466190948,0.129123997,3.481390254,5.095304094,0.443429736,0.007793218
230,0.009882899,0.014701669,0.47663989,0.134571116,3.499058089,5.027200627,0.458126436,0.007833496
231,0.009777297,0.015213082,0.439476405,0.132685589,3.535410585,5.081534977,0.446267,0.007912156
232,0.009698851,0.015463685,0.420735096,0.13070523,3.553319451,5.14586754,0.432073574,0.007953424
233,0.009780061,0.015228916,0.438072072,0.131692546,3.523372496,5.109486668,0.439993645,0.007885759
234,0.010558055,0.015828817,0.39280169,0.144038236,3.55590572,5.156869506,0.429476606,0.007960007
235,0.009914158,0.015166951,0.442402648,0.134197221,3.511405475,5.203908198,0.418938125,0.007859938
236,0.010118429,0.015493789,0.417991439,0.13741949,3.618947448,5.187890813,0.422428291,0.00809972
237,0.010019715,0.015304125,0.432036412,0.135651594,3.615650985,5.243538875,0.40988924,0.008091471
238,0.010263196,0.015930462,0.384470301,0.138938658,3.633914872,5.202364081,0.419041018,0.008135348
239,0.010600288,0.015746119,0.398511313,0.144682088,3.584005026,5.214724035,0.416198486,0.008022258
240,0.010307144,0.015672205,0.404025014,0.139889577,3.690120305,5.212793856,0.416553079,0.008258702
241,0.010703063,0.015933579,0.383857485,0.145856743,3.674044819,5.247382268,0.408707369,0.00822383
242,0.010328154,0.015497655,0.41699483,0.140209833,3.697374922,5.25803013,0.406228814,0.008275376
243,0.010190702,0.015480546,0.418167356,0.137484988,3.670555844,5.242106037,0.409745096,0.0082163
244,0.010382976,0.015912037,0.385160971,0.140739608,3.708905129,5.23920201,0.410325413,0.008301411
245,0.010623155,0.015718277,0.399928271,0.144113607,3.716194945,5.279178751,0.401218904,0.008317202
246,0.010792786,0.015844061,0.390169817,0.147185413,3.704832919,5.257711421,0.40600723,0.008292735
247,0.010675215,0.015669064,0.403454367,0.145053015,3.746585588,5.322260806,0.391260623,0.008386376
248,0.011001499,0.016241628,0.358941745,0.149583872,3.830792059,5.318300201,0.392095564,0.008573907
249,0.01087753,0.015777194,0.39496887,0.147802974,3.723499392,5.343870146,0.386165858,0.008331605
250,0.010826836,0.015792655,0.393672276,0.147383545,3.843600637,5.308013166,0.394307809,0.008603189
251,0.011125639,0.015953332,0.381160718,0.151867789,3.825860191,5.3230975,0.390793267,0.008563633
252,0.011077598,0.016063111,0.372503477,0.150902718,3.943871371,5.388973447,0.375553946,0.008826861
253,0.011068994,0.015816314,0.391530802,0.150772008,3.771872387,5.450665075,0.361107266,0.008441358
254,0.011216942,0.016052639,0.373103434,0.152951511,3.834627318,5.333764245,0.388154395,0.008582803
255,0.011172596,0.016229142,0.359132636,0.152501272,3.856003879,5.344211375,0.385692419,0.00863149
256,0.011286706,0.015838956,0.389475393,0.154236632,3.922695959,5.350267541,0.384237571,0.0087794
257,0.011140577,0.016162268,0.364190959,0.151496536,3.943464822,5.383108864,0.376593608,0.008824822
258,0.011461597,0.015961067,0.379821077,0.156480383,3.904140747,5.405553845,0.371323481,0.00873721
259,0.011362949,0.016096464,0.369152892,0.155404566,3.932328019,5.402365539,0.372005429,0.008802084
260,0.01150989,0.016353271,0.348759454,0.156639077,4.004757575,5.384609024,0.376068915,0.008963717
261,0.011486695,0.016304126,0.352566344,0.156304102,3.973115103,5.399861045,0.37247219,0.008892284
262,0.011597711,0.016236978,0.357789119,0.158411032,3.907038009,5.448264533,0.361114626,0.008746456
263,0.011520458,0.016211872,0.359676256,0.15698203,4.002616565,5.391286194,0.374353015,0.008957873
264,0.01185074,0.016332798,0.349990785,0.161901068,4.027020064,5.44907419,0.360813946,0.009012337
265,0.011680366,0.016220327,0.358817601,0.159829432,4.005262583,5.410038441,0.36988606,0.008963259
266,0.011568222,0.016029667,0.373711415,0.157817265,4.084084997,5.466900057,0.356517891,0.00913976
267,0.011881819,0.016310229,0.35150333,0.162124055,4.106049806,5.513308977,0.345493458,0.009189674
268,0.011669944,0.016208236,0.359498306,0.158987092,4.061663978,5.456550026,0.358849412,0.009092494
269,0.01186778,0.016355985,0.34767635,0.161830184,4.043053179,5.463097995,0.357259148,0.00904894
270,0.01206096,0.016531888,0.333477758,0.164504802,4.094424859,5.459998419,0.357938749,0.009165236
271,0.012017108,0.01649992,0.335962651,0.164082944,4.172322666,5.502364141,0.347886869,0.009338215
272,0.01206904,0.016403678,0.343598689,0.165016669,4.190709803,5.517686208,0.344201345,0.009379914
273,0.012187321,0.016769528,0.31390244,0.16655026,4.187391172,5.493142652,0.349975235,0.009370212
274,0.012133844,0.016544996,0.332065428,0.165845348,4.11579524,5.506417446,0.34678306,0.009209541
275,0.011663986,0.016525194,0.333578167,0.158145525,4.107842514,5.50247619,0.347672089,0.009193126
276,0.012034638,0.016461487,0.338623416,0.164492361,4.165277197,5.45662192,0.358454859,0.009322526
277,0.012246894,0.01657474,0.329408722,0.167084465,4.157614038,5.510198515,0.345750639,0.009305919
