pred_time_step,ca_mae,ca_rmse,ca_r2,ca_smape,T_mae,T_rmse,T_r2,T_smape
278,0.012165302,0.016593645,0.327796142,0.16613349,4.141867921,5.480660822,0.35270321,0.009271225
279,0.012163907,0.016603491,0.326917493,0.165897821,4.145893314,5.574997158,0.330184546,0.009278104
280,0.012297892,0.016473497,0.337337487,0.167752527,4.181553784,5.487093625,0.35109913,0.009358229
281,0.011949327,0.016867134,0.305209407,0.162118592,4.172775756,5.478079694,0.353188748,0.009339376
282,0.012189537,0.016505909,0.334573664,0.166335913,4.30348293,5.461183133,0.357132997,0.009631436
283,0.012466526,0.016712593,0.3177277,0.170457118,4.227016181,5.533677306,0.339912318,0.009460307
284,0.012418615,0.016479907,0.336520038,0.16972814,4.251468648,5.552900816,0.335278592,0.009514542
285,0.012256744,0.016580693,0.328306459,0.167251448,4.248698615,5.571924426,0.330677082,0.00950804
286,0.012454737,0.016606299,0.326157651,0.170369213,4.250005407,5.540085245,0.338266438,0.00951222
287,0.012609793,0.016766293,0.313037809,0.172407315,4.307988426,5.578159908,0.329101555,0.009640604
288,0.012451361,0.016632285,0.32390461,0.170246874,4.367802133,5.596326133,0.324687014,0.009772739
289,0.01236722,0.01654535,0.330884833,0.168761228,4.301016295,5.569321652,0.331151903,0.009623587
290,0.012896669,0.016846529,0.306232483,0.176269349,4.329530435,5.601701089,0.323315524,0.009688119
291,0.01259548,0.016607531,0.325710011,0.172214346,4.374606124,5.596901292,0.324438716,0.009791855
292,0.012735481,0.016737909,0.315013687,0.173999265,4.384174046,5.615346828,0.319942878,0.009809115
293,0.013144071,0.016927427,0.299345863,0.180517414,4.355348744,5.60483304,0.322452071,0.009744885
294,0.012753287,0.01681681,0.308406676,0.174214869,4.425297648,5.659772687,0.30906886,0.009901962
295,0.012733486,0.016645911,0.322327432,0.173853143,4.359266977,5.593154507,0.325204391,0.009756086
296,0.012725487,0.016771709,0.311981608,0.173856701,4.404297365,5.607541341,0.321694838,0.009855878
297,0.012919512,0.016801255,0.309491571,0.176671195,4.359327051,5.619480095,0.318770113,0.009755597
298,0.013146333,0.017277556,0.269719404,0.179747243,4.409369381,5.626069568,0.317138516,0.009866217
299,0.012879893,0.016664083,0.320597453,0.175957449,4.449477801,5.671043619,0.306144317,0.009956969
300,0.013032982,0.017071092,0.286940809,0.178550191,4.372534007,5.6263018,0.317017245,0.009784984
301,0.013162483,0.017009307,0.292030655,0.179827988,4.475054253,5.68063112,0.303730845,0.010012399
302,0.012990875,0.016789285,0.310167877,0.177387158,4.394009494,5.624618205,0.317362487,0.009832765
303,0.013085633,0.016787189,0.310280756,0.179002042,4.437723394,5.660463413,0.308602345,0.009928276
304,0.013419946,0.017132061,0.281589705,0.184093243,4.450333831,5.682695708,0.303128969,0.009957254
305,0.013085767,0.016994767,0.292998502,0.178803437,4.523137478,5.710056145,0.296370778,0.010119977
306,0.013487896,0.017321139,0.265521617,0.184919224,4.494260333,5.701778797,0.298378042,0.01005412
307,0.013156957,0.016917637,0.299284975,0.179784182,4.433264412,5.726966255,0.292134304,0.009920525
308,0.013182984,0.01691689,0.299289534,0.180384444,4.524686778,5.687728469,0.30177024,0.010124487
309,0.013340565,0.016986655,0.293440895,0.18235688,4.5853058,5.729995228,0.291323461,0.010260467
310,0.013157427,0.016836403,0.305829332,0.179760614,4.555857431,5.680578262,0.30346428,0.01019469
311,0.013158672,0.016964189,0.295195841,0.180002243,4.541414668,5.715594592,0.29482034,0.01016056
312,0.013435503,0.017105127,0.283379439,0.183921881,4.45912221,5.678300224,0.303963119,0.009979354
313,0.01353133,0.017043411,0.288484236,0.185533862,4.584830574,5.70193475,0.29812707,0.010258442
314,0.013422791,0.016952551,0.295993411,0.183374571,4.546176986,5.697997527,0.299066618,0.01017353
315,0.013378138,0.017020998,0.290239421,0.182891532,4.565016177,5.709801158,0.296130541,0.01021265
316,0.013830626,0.017304633,0.266327988,0.189599589,4.657135156,5.793698961,0.275264457,0.010416844
317,0.013620136,0.017237037,0.271989346,0.186543455,4.609813108,5.764643437,0.282487043,0.010314647
318,0.013883908,0.017483807,0.250934631,0.190628316,4.555178829,5.71946472,0.29366245,0.010193936
319,0.013651152,0.017331137,0.263899904,0.187105947,4.584836335,5.743051662,0.287798077,0.010259449
320,0.013641177,0.017071347,0.285745172,0.186577023,4.619323713,5.700050596,0.298398105,0.010336799
321,0.013524597,0.017062093,0.286462477,0.185074168,4.5798609,5.724448518,0.292354559,0.010247638
322,0.013699748,0.017211589,0.273846589,0.187495479,4.687153956,5.756330774,0.284426291,0.010487734
323,0.013670942,0.017146716,0.279253801,0.187173548,4.644885625,5.769391996,0.281152327,0.010391511
324,0.013453024,0.017127871,0.280781604,0.184057151,4.698365956,5.763546369,0.28258637,0.010513382
325,0.013685941,0.017187962,0.275670736,0.1873186,4.703686039,5.760679163,0.283279126,0.010525
326,0.013943726,0.017349152,0.261965651,0.191283045,4.665568606,5.754708685,0.284744239,0.010439548
327,0.013739109,0.017396235,0.257899007,0.187914665,4.644789667,5.774462502,0.279806546,0.010393178
328,0.013998442,0.017195054,0.27491068,0.191954761,4.953285817,5.920809445,0.242820361,0.011082249
329,0.013807376,0.01722472,0.272353709,0.188951955,4.613683424,5.826603299,0.266706661,0.010322562
330,0.013799811,0.017288181,0.266929524,0.188993425,4.723064583,5.822286254,0.267776958,0.010567209
331,0.013996825,0.017325853,0.263679265,0.191796989,4.699494672,5.802514647,0.272726794,0.010513879
332,0.014044665,0.017459737,0.252203513,0.192451192,4.753690121,5.80944118,0.2709757,0.0106356
333,0.013862239,0.017304222,0.265415047,0.189824051,4.766794868,5.775719987,0.279401886,0.010664243
334,0.014037216,0.017416744,0.255780272,0.192207982,4.81075967,5.83824246,0.26370469,0.010762958
335,0.01431459,0.017804579,0.222214838,0.19618611,4.804717842,5.850860071,0.260507549,0.010749508
336,0.014093187,0.017412592,0.256036394,0.193026916,4.782767195,5.838949673,0.263504703,0.010701212
337,0.014518779,0.017688353,0.232235667,0.199471745,4.700589464,5.806965667,0.271541355,0.010517884
338,0.013982841,0.017348951,0.261368896,0.191567717,4.764879933,5.828485097,0.266122886,0.010661632
339,0.014245746,0.017461854,0.251676078,0.195321788,4.828285103,5.875782159,0.254154883,0.010800579
340,0.014139636,0.017259797,0.268847676,0.193728753,4.818294053,5.852143585,0.260135304,0.010778799
341,0.014323169,0.017671597,0.23349408,0.196233155,4.975174426,5.937274768,0.238444556,0.011130422
342,0.014599089,0.017938095,0.210151456,0.200327963,4.919788465,5.879373154,0.253217768,0.011007254
343,0.014516962,0.017532217,0.245442936,0.199278926,4.820203238,5.925299824,0.241497298,0.010782735
344,0.014362387,0.01767492,0.233061512,0.196900605,4.832066077,5.839824915,0.263215391,0.01081054
345,0.014323339,0.017528931,0.245631242,0.196574304,4.867204489,5.874923292,0.254324939,0.0108889
346,0.014360123,0.017562327,0.242706461,0.196797922,4.731158919,6.003108318,0.221422528,0.010584676
347,0.01443027,0.017565703,0.242367599,0.197750627,4.899991954,5.904762888,0.246716226,0.010961435
348,0.014897006,0.017981123,0.206058368,0.204295425,4.941885825,5.925735803,0.241348272,0.011055505
349,0.014337931,0.017605748,0.23881269,0.196423904,5.027030403,5.947975358,0.235635682,0.011246367
350,0.014891487,0.01789996,0.213109024,0.204346726,4.952888118,5.942310139,0.237083609,0.011080428
351,0.014457138,0.017612344,0.238144017,0.198124753,4.92933996,5.942820072,0.236945134,0.011026872
352,0.014589607,0.017687827,0.231549466,0.200172176,5.035108869,5.948145683,0.235569231,0.011264583
353,0.014754871,0.017823494,0.21966458,0.202747276,4.932538329,5.94171212,0.23721413,0.011034043
354,0.014654298,0.017695071,0.2308177,0.200937729,4.944802616,5.91064264,0.245162595,0.011062373
355,0.014874093,0.018097718,0.19535977,0.204550787,4.933372382,5.936596868,0.238510631,0.011036867
356,0.014891387,0.017895397,0.213195882,0.20430266,5.047927021,6.003591462,0.221218065,0.011290548
357,0.014560459,0.017713491,0.229056525,0.199594455,5.004433041,5.951931572,0.234554065,0.011194341
358,0.014817916,0.017770388,0.224041002,0.203135794,5.009725392,5.952990016,0.234272543,0.011207652
359,0.015007403,0.017989243,0.204753105,0.205901452,5.012985072,5.940995274,0.237345587,0.011215116
360,0.01471209,0.017798175,0.221499419,0.201822462,5.170035813,6.046059016,0.210122346,0.011565498
361,0.014703222,0.017752924,0.225395301,0.201631573,5.025072744,5.975798828,0.228363195,0.011241597
362,0.014748633,0.017767411,0.224071768,0.202481293,5.069027062,6.020794141,0.216688065,0.011340751
363,0.014673715,0.017696689,0.230177134,0.201394029,5.070990052,5.992511355,0.224018478,0.011342702
364,0.014958953,0.017881989,0.213909418,0.205157123,5.102370632,6.007034557,0.220240537,0.01141375
365,0.014862778,0.01785705,0.216037618,0.203801993,5.068528986,5.97049772,0.229684727,0.01133855
366,0.014936749,0.017867908,0.215019847,0.204908436,5.135886276,6.049071324,0.209262758,0.011489204
367,0.015013913,0.01814254,0.190636469,0.206186444,5.039062315,5.964293004,0.231258387,0.011271676
368,0.01496975,0.017999406,0.203289161,0.205285214,5.094200692,5.984933554,0.225914184,0.011396153
369,0.015282303,0.018110931,0.193315752,0.209999472,5.08692712,6.023545383,0.215878887,0.011379133
370,0.01528787,0.018084387,0.195607421,0.210111278,5.122387958,6.011162579,0.219083863,0.011459008
371,0.015421577,0.018487154,0.159302469,0.211606853,5.208597645,6.049010422,0.209202764,0.011650534
372,0.015123818,0.017939391,0.20831031,0.207599336,5.121039716,6.018353175,0.217181278,0.011455273
373,0.015179095,0.018032367,0.200007598,0.208538389,5.118107028,6.064242137,0.205180187,0.011447633
374,0.015095359,0.017969977,0.205457694,0.20724512,5.146049571,6.021604733,0.216299309,0.011511178
375,0.015256723,0.018055378,0.197809424,0.209477476,5.16278215,6.034504365,0.212918957,0.011549333
376,0.015352234,0.01802067,0.200810947,0.211018035,5.29827827,6.126124185,0.188817238,0.011851381
377,0.015101767,0.017927194,0.209000146,0.207590606,5.213609164,6.080068748,0.200947408,0.01166128
378,0.015348373,0.018111812,0.192540799,0.210473416,5.196791318,6.052857256,0.208062515,0.011624558
379,0.015157024,0.018047918,0.198143117,0.208105029,5.14541074,6.030500301,0.213880149,0.011509857
380,0.015222038,0.01798714,0.203448957,0.208918068,5.211703264,6.104652161,0.194405756,0.011657825
381,0.015266333,0.018222675,0.182361696,0.209732621,5.157353282,6.040951558,0.211107116,0.011536581
382,0.015376473,0.018144743,0.189249627,0.211246117,5.182894072,6.042463272,0.210688213,0.011593303
383,0.015556623,0.018204419,0.183815088,0.213437576,5.295686975,6.127918462,0.188179308,0.011845139
384,0.015322815,0.018188167,0.185177258,0.21056922,5.30062509,6.147942425,0.182838779,0.011853848
385,0.015589106,0.018323701,0.172890758,0.214202895,5.339078642,6.175833018,0.175380401,0.011942105
386,0.015138456,0.017905565,0.21011352,0.208191719,5.13779496,6.020467636,0.216321733,0.011491633
387,0.015647528,0.018334467,0.171717864,0.214895617,5.236648644,6.082068638,0.200174654,0.011713363
388,0.01546625,0.018203637,0.183395054,0.212441335,5.266561013,6.104339429,0.194277591,0.011780055
389,0.015388114,0.01818298,0.185144352,0.211366343,5.219115018,6.078141423,0.201149253,0.011673998
390,0.015590699,0.018362324,0.168883999,0.21423876,5.31703614,6.135971927,0.185844982,0.011892785
391,0.015530109,0.018245938,0.179279143,0.213389788,5.40918732,6.202517158,0.168058028,0.01209766
392,0.015726583,0.018507232,0.155492273,0.216130897,5.261970845,6.126567018,0.188275697,0.011769526
393,0.015574369,0.018299162,0.174263201,0.21394548,5.206984818,6.153738799,0.181026699,0.011646218
394,0.015654677,0.018312495,0.172946293,0.214887763,5.344546322,6.189115005,0.17154952,0.011954155
395,0.015679345,0.01834344,0.17003353,0.215492889,5.292814057,6.152361928,0.181325274,0.011838744
396,0.015702223,0.018317424,0.172269401,0.215664809,5.474512078,6.285809606,0.145388733,0.012244393
397,0.015389643,0.018136289,0.188442664,0.211881434,5.275810017,6.117594134,0.190482243,0.011799828
398,0.015546226,0.018505697,0.154923071,0.21373496,5.219134985,6.107905951,0.193008475,0.011672456
399,0.015403656,0.018234683,0.179373296,0.211761636,5.278551289,6.135226413,0.185736342,0.011806034
400,0.015830079,0.018478871,0.157121856,0.217360435,5.265803916,6.098170009,0.195505976,0.011777478
401,0.015815965,0.018435477,0.160949188,0.217346062,5.318567997,6.168832908,0.176715366,0.011896384
402,0.015974744,0.018801812,0.127138433,0.219537665,5.245577946,6.143430826,0.183443033,0.011732489
403,0.015381659,0.018540895,0.151064612,0.210893178,5.318639181,6.175778918,0.174781637,0.011894187
404,0.015937032,0.018451783,0.159073512,0.219158831,5.392464773,6.232417408,0.159535007,0.012060098
405,0.015882515,0.018400004,0.163653772,0.218374698,5.327380603,6.171609071,0.175814743,0.011915243
406,0.01595592,0.018478873,0.156333233,0.21947344,5.391254066,6.249568657,0.154818739,0.012057772
407,0.01610272,0.018692831,0.13654317,0.221355709,5.300979836,6.172266818,0.175555956,0.011855847
408,0.015924826,0.018493757,0.15469769,0.218879058,5.368067964,6.257688464,0.152534593,0.012005484
409,0.016243397,0.019031925,0.104636741,0.22345213,5.474312928,6.258759673,0.152200374,0.012243219
410,0.016173598,0.018625424,0.142332454,0.22237998,5.346652536,6.200205122,0.16794582,0.01195768
411,0.015898097,0.018504602,0.153280267,0.218516862,5.438313615,6.275154789,0.147662792,0.012161363
412,0.016111523,0.018575205,0.146660883,0.221396258,5.421604865,6.27291803,0.148224596,0.012125773
413,0.016196958,0.018869085,0.119293733,0.222649876,5.382799678,6.22745339,0.160481288,0.012038789
414,0.016176779,0.018664622,0.138126623,0.222385935,5.403818572,6.215676884,0.163607693,0.012085259
415,0.016010459,0.018539182,0.149523049,0.220211537,5.409745152,6.219026425,0.16265979,0.012098576
416,0.016100997,0.018540049,0.149292752,0.221608679,5.444521554,6.261593707,0.151110645,0.012176227
417,0.0160664,0.018572772,0.146134444,0.22085888,5.3856581,6.20451197,0.166470561,0.012044649
418,0.016209955,0.018776749,0.127118974,0.223013596,5.451269126,6.307715124,0.138462099,0.012191465
419,0.016201935,0.018676556,0.136252662,0.222913675,5.485358467,6.280187046,0.145916885,0.01226729
420,0.016213419,0.018665174,0.137147311,0.22297962,5.435147485,6.241185331,0.156443773,0.01215504
421,0.016136845,0.018704805,0.133319574,0.22208557,5.466277163,6.28108207,0.145575149,0.012224623
422,0.016331049,0.018714654,0.132245718,0.224804717,5.425518218,6.248415757,0.154390256,0.012133542
423,0.016284167,0.018971628,0.108084966,0.224033648,5.442138362,6.275468778,0.147002353,0.012170667
424,0.01629932,0.018701577,0.133133269,0.224373432,5.369470206,6.237682191,0.157194328,0.012007516
425,0.016300599,0.018982098,0.106763529,0.224466005,5.416979327,6.293012029,0.142125649,0.012112973
426,0.016299311,0.018719912,0.131103203,0.224143864,5.442884884,6.262919826,0.150260175,0.012172296
427,0.016357354,0.018786761,0.124719082,0.22503355,5.440591293,6.25349416,0.152765606,0.012166948
428,0.016111494,0.01877612,0.12554227,0.222136089,5.45198444,6.275006072,0.146875749,0.012192147
429,0.016366412,0.018773755,0.125593615,0.225364919,5.478898459,6.291455691,0.142345713,0.012252529
430,0.01615795,0.018665181,0.135510448,0.222356101,5.443628656,6.293591324,0.141711754,0.012173724
431,0.016329791,0.018743782,0.128052006,0.224815708,5.432513237,6.273134565,0.147233412,0.01214862
432,0.0164835,0.018944994,0.109071422,0.226785152,5.525458331,6.304059116,0.13875709,0.012356258
433,0.016360661,0.018774648,0.124869238,0.225194756,5.463922648,6.281251458,0.14493076,0.012218774
434,0.016746278,0.019389266,0.066475813,0.230313734,5.536998691,6.387712859,0.115651267,0.012382451
435,0.016436221,0.018948427,0.108294958,0.226227764,5.50468293,6.287450749,0.143147246,0.012309671
436,0.016554052,0.019094988,0.094299268,0.227896907,5.476743861,6.298190525,0.140168359,0.012247524
437,0.016620051,0.019038389,0.099514613,0.22869055,5.526454557,6.342239548,0.128047614,0.01235854
438,0.016321109,0.018771173,0.124473901,0.224771271,5.496070483,6.288878411,0.142605819,0.01229036
439,0.016292905,0.018787826,0.122779019,0.22466811,5.581867934,6.419740595,0.106495174,0.012482593
440,0.016450047,0.018902154,0.111924323,0.226625423,5.493656706,6.293268147,0.141295226,0.012284771
441,0.016192811,0.01868566,0.132004357,0.223350989,5.477756601,6.25942313,0.150445619,0.012248552
442,0.01624079,0.018766392,0.124336129,0.223689776,5.553179879,6.369588778,0.120211594,0.012418073
443,0.016521427,0.018933136,0.108547482,0.227526876,5.524863508,6.34045519,0.128171768,0.012354656
444,0.01652842,0.018968484,0.105052356,0.227615193,5.550580325,6.34325215,0.12732943,0.012411713
445,0.016733087,0.019071107,0.095173051,0.230558713,5.49846588,6.299772223,0.13917654,0.012295374
446,0.016564357,0.018955154,0.105970758,0.228158244,5.641451389,6.400522027,0.111341551,0.012614685
447,0.016205646,0.018713317,0.128466564,0.223185801,5.532920507,6.328200972,0.131227813,0.012372412
448,0.016573811,0.019042212,0.097380452,0.228414636,5.520117029,6.334515578,0.129407199,0.012343781
449,0.016635281,0.019049771,0.096477708,0.22916525,5.548254755,6.332958013,0.129746335,0.01240649
450,0.016410765,0.018850115,0.115131652,0.226158097,5.544130749,6.343091997,0.126866781,0.012397384
451,0.016526203,0.01897204,0.103455443,0.227682932,5.550863697,6.35357344,0.12388353,0.012412312
452,0.016585827,0.019044759,0.096371936,0.228637534,5.659163388,6.444852748,0.098428213,0.012654144
453,0.01667649,0.019060011,0.094722601,0.229844617,5.621084548,6.45425497,0.095691949,0.012569313
454,0.01651496,0.018899984,0.109658847,0.227835611,5.627272614,6.452702993,0.096020543,0.012583164
455,0.016572484,0.019009817,0.09907376,0.228393172,5.646060678,6.401019203,0.110336747,0.012624828
456,0.016787402,0.019118728,0.08850862,0.231326534,5.596303285,6.4149262,0.106357177,0.01251379
457,0.01657598,0.019001351,0.099453563,0.228473181,5.571622612,6.373787348,0.117672058,0.012458483
458,0.016727997,0.019067138,0.092990175,0.230562999,5.599384416,6.398547814,0.110690529,0.012520516
459,0.016723114,0.01917059,0.082899521,0.23044125,5.63083165,6.397337619,0.110912154,0.012590619
460,0.016661261,0.019091086,0.090268416,0.229551472,5.590483869,6.41241472,0.106599496,0.012500359
461,0.016911714,0.019301227,0.069901574,0.233027162,5.655609213,6.461433093,0.09276815,0.012646101
462,0.016711726,0.019113216,0.087706672,0.230397961,5.60012523,6.42033102,0.104153295,0.012521922
463,0.016687601,0.019065914,0.091989332,0.230087166,5.592986168,6.388869387,0.11279134,0.012506046
464,0.016659241,0.019067988,0.091562924,0.229735238,5.574646972,6.364421477,0.119447876,0.012464839
465,0.016739253,0.019135444,0.084892288,0.230841136,5.606758519,6.405281119,0.10798215,0.012536761
466,0.016721752,0.019073963,0.090531834,0.230623144,5.588269006,6.426867242,0.101834832,0.012495346
467,0.016599021,0.019191504,0.079053058,0.229111473,5.609030899,6.408794418,0.106754128,0.012541158
468,0.016718081,0.019088333,0.088694779,0.230603302,5.622945413,6.456367006,0.09331615,0.012572368
469,0.017146029,0.019799633,0.019260472,0.23619624,5.637778037,6.443932204,0.096677562,0.012605809
470,0.016802731,0.019175701,0.079860797,0.231718899,5.664421075,6.462766604,0.091260372,0.012665418
471,0.016869194,0.019215394,0.075809761,0.232617298,5.653238686,6.478598097,0.086672693,0.012640647
472,0.016781078,0.019165415,0.080374452,0.231456319,5.653649952,6.419757653,0.10305953,0.012641228
473,0.016811157,0.019189943,0.077781997,0.231893161,5.722915192,6.498098525,0.08090368,0.012796052
474,0.016797635,0.019115101,0.084726433,0.231744309,5.643701076,6.447830702,0.094939006,0.012618982
475,0.016846584,0.019197443,0.076587557,0.232387388,5.662115059,6.467719202,0.089216646,0.012660029
476,0.016820868,0.019203456,0.075772871,0.232054557,5.66258971,6.457582918,0.09193923,0.012660653
477,0.017035201,0.019601737,0.036793073,0.234776609,5.672933789,6.432378102,0.098885105,0.012684138
478,0.017280151,0.019586024,0.038092753,0.238241165,5.686771598,6.492223747,0.081908388,0.012715014
479,0.01687445,0.019233543,0.072169067,0.232818171,5.70439375,6.464417484,0.089626182,0.012754485
480,0.01683936,0.019215023,0.073722479,0.232339612,5.667385757,6.466077923,0.089028917,0.012671567
481,0.017022881,0.019476791,0.048075455,0.234751101,5.604410174,6.421632747,0.101381754,0.012530794
482,0.016923259,0.019286279,0.066375212,0.233526886,5.640557654,6.396267361,0.108340796,0.012611601
483,0.017009293,0.019296829,0.065123166,0.234651455,5.668475322,6.431550745,0.098349501,0.012674104
484,0.016865171,0.019267438,0.067740864,0.232823874,5.661242416,6.452538804,0.092327933,0.012657713
485,0.016954255,0.019275521,0.066731985,0.233923166,5.686256743,6.466935798,0.088145724,0.012713418
486,0.016909063,0.019316118,0.062570995,0.233332715,5.690050408,6.456777129,0.090881999,0.012722297
487,0.017227036,0.019515435,0.042896774,0.237602207,5.648118637,6.488447235,0.08181492,0.012628133
488,0.017012391,0.019404481,0.053525297,0.234717418,5.710981317,6.464481069,0.088460079,0.012768867
489,0.017020865,0.019342008,0.059389678,0.234874211,5.702320272,6.474378757,0.085541719,0.012749513
490,0.016910468,0.019249386,0.068160616,0.233434839,5.693270671,6.448924445,0.092594841,0.01272923
491,0.016999806,0.019503325,0.043193239,0.234690662,5.718614848,6.479309691,0.083900292,0.01278578
492,0.016977916,0.019271259,0.065615437,0.234389342,5.786374851,6.55333279,0.062723063,0.012937284
493,0.01702371,0.019357571,0.057015262,0.23497508,5.765332723,6.526301833,0.070315438,0.012890289
494,0.017125317,0.019410833,0.051608514,0.236317706,5.710025878,6.491467102,0.080091885,0.012766598
495,0.017088938,0.019399395,0.052518172,0.235855031,5.683764681,6.4497336,0.091762784,0.012707785
496,0.016972701,0.019452289,0.04713805,0.234336766,5.723609032,6.50307239,0.076558237,0.012796882
497,0.017107941,0.01950536,0.041726619,0.236100714,5.697175067,6.464181361,0.0874523,0.012737793
498,0.017084822,0.019458081,0.046165058,0.235786166,5.719229895,6.468317073,0.086166949,0.012787055
499,0.017157955,0.019537829,0.038129999,0.236777155,5.761301284,6.56775755,0.057733375,0.012881051
500,0.017148218,0.019444665,0.047085191,0.236726023,5.741807473,6.490833756,0.079560068,0.012837512
